name,descript,eval_link,topic,countries,evaluation_textbased,evaluation_tag,website
ARCHEMED – Ärzte für Kinder in Not e.V.,ARCHEMED unterstützt vor allem verschiedene Projekte in der Hauptstadt Asmara sowie in ländlichen Regionen Eritreas. Vor dem Hintergrund der Hilfe zur Selbsthilfe finanziert der Verein …,https://www.dzi.de/organisation/archemed-aerzte-fuer-kinder-in-not-e-v/,"['Bildung', 'Entwicklungszusammenarbeit', 'Frauenförderung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Ukraine-Nothilfe']","['Afghanistan', 'Albanien', 'Eritrea', 'Tansania', 'Ukraine']","ARCHEMED - Ärzte für Kinder in Not e.V., Soest, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.archemed.org
Ärzte der Welt e.V.,Ärzte der Welt e.V. ist das deutsche Mitglied des internationalen Netzwerks „Médecins du Monde“/„Doctors of the World“. Der Verein setzt seine Mittel weltweit für medizinische …,https://www.dzi.de/organisation/aerzte-der-welt-e-v/,"['Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Ukraine-Nothilfe']","['Afghanistan', 'Äthiopien', 'Bangladesch', 'Deutschland', 'Griechenland', 'Irak', 'Jemen', 'Kambodscha', 'Libanon', 'Mosambik', 'Nepal', 'Nigeria', 'Pakistan', 'Palästinensische Gebiete', 'Philippinen', 'Südsudan', 'Syrien', 'Ukraine', 'weltweit', 'Zentralafrikanische Republik']","Ärzte der Welt e.V., München, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.aerztederwelt.org
Ärzte gegen Tierversuche e.V.,"Der Verein Ärzte gegen Tierversuche e.V. setzt sich für eine tierversuchsfreie Medizin ein, bei der Ursachenforschung und Vorbeugung von Krankheiten sowie der Einsatz von modernen …",https://www.dzi.de/organisation/aerzte-gegen-tierversuche-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Tierschutz']",['Deutschland'],Das Auskunftsverhalten der Organisation gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.aerzte-gegen-tierversuche.de
"Ärzte ohne Grenzen e.V. – Médecins Sans Frontières (MSF), Deutsche Sektion",Das internationale Netzwerk Ärzte ohne Grenzen leistet in Kriegs- und Krisenregionen sowie nach Naturkatastrophen humanitäre medizinische Nothilfe. Die international besetzten Teams sind in rund 70 …,https://www.dzi.de/organisation/aerzte-ohne-grenzen-e-v-medecins-sans-frontieres-msf-deutsche-sektion/,"['Flüchtlingsfürsorge', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Ukraine-Nothilfe']","['Afghanistan', 'Angola', 'Armenien', 'Äthiopien', 'Bangladesch', 'Belarus', 'Brasilien', 'Burkina Faso', 'Côte d’Ivoire', 'Demokratische Republik Kongo', 'Griechenland', 'Guatemala', 'Haiti', 'Honduras', 'Indien', 'Irak', 'Iran', 'Jemen', 'Jordanien', 'Kamerun', 'Kenia', 'Kirgistan', 'Libanon', 'Libyen', 'Litauen', 'Madagaskar', 'Malaysia', 'Mali', 'Myanmar', 'Niger', 'Nigeria', 'Pakistan', 'Palästinensische Gebiete', 'Polen', 'Russische Föderation', 'Sierra Leone', 'Somalia', 'Südafrika', 'Sudan', 'Südsudan', 'Syrien', 'Tadschikistan', 'Tschad', 'Uganda', 'Ukraine', 'Ungarn', 'Usbekistan', 'Venezuela', 'Zentralafrikanische Republik']","Ärzte ohne Grenzen e.V. - Médecins Sans Frontières (MSF), Deutsche Sektion, Berlin, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.aerzte-ohne-grenzen.de
atmosfair gGmbH,atmosfair gGmbH ist eine Klimaschutzorganisation mit dem Schwerpunkt Reise. Die Gesellschaft betreibt aktiven Klimaschutz unter anderem mit der Kompensation von Treibhausgasen durch erneuerbare Energien. Neben …,https://www.dzi.de/organisation/atmosfair-ggmbh/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Umwelt- und Naturschutz', 'Völkerverständigung']","['Burkina Faso', 'Deutschland', 'Dominikanische Republik', 'Ghana', 'Honduras', 'Indien', 'Kenia', 'Madagaskar', 'Malawi', 'Mali', 'Marokko', 'Mongolei', 'Nepal', 'Nigeria', 'Ruanda', 'Senegal', 'Tansania', 'Togo']","atmosfair gGmbH, Bonn, wurde das DZI Spenden-Siegel zuerkannt. Die Organisation ist förderungswürdig.",,http://www.atmosfair.de
Auxilium Gesellschaft für Entwicklungshilfe e.V.,Auxilium fördert in erster Linie die Entwicklungszusammenarbeit im Bereich der Aus- und Berufsbildung; räumlich liegt der Schwerpunkt dabei in verschiedenen Ländern Afrikas. Seit 1970 unterstützt …,https://www.dzi.de/organisation/auxilium-gesellschaft-fuer-entwicklungshilfe-e-v/,"['Bildung', 'Entwicklungszusammenarbeit', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Religion', 'Völkerverständigung']","['Indien', 'Kenia', 'Ruanda', 'Sambia', 'Tansania', 'Uganda']","Auxilium Gesellschaft für Entwicklungshilfe e.V., Radolfzell am Bodensee, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.auxilium-radolfzell.de
AYUDAME – Kinderhilfswerk Arequipa e.V.,Die Organisation ist Trägerin der Kindertagesstätte „Nuestro Hogar“ in Arequipa im Süden Perus. Dort werden derzeit bis zu 100 Kinder im Alter von zwei bis …,https://www.dzi.de/organisation/ayudame-kinderhilfswerk-arequipa-e-v/,"['Entwicklungszusammenarbeit', 'Familienfürsorge', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']",['Peru'],"AYUDAME – Kinderhilfswerk Arequipa e.V., München, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.ayudame.de
Babynotfallhilfe Dortmund e.V.,,https://www.dzi.de/organisation/babynotfallhilfe-dortmund-e-v/,[],[],Laut Vereinsregisterauszug des Amtsgerichts Dortmund vom 21.05.2013 ist der Verein aufgelöst.,DZI-Einschätzung: neutral,http://www.babynotfallhilfe-dortmund.de
Back to Life e.V.,"Back to Life e.V. ist vor allem in der Entwicklungszusammenarbeit sowie in der Katastrophenhilfe tätig. Der Verein fördert insbesondere benachteiligte Menschen in Nepal, vor allem …",https://www.dzi.de/organisation/back-to-life-e-v/,"['Bildung', 'Entwicklungszusammenarbeit', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft']",['Nepal'],Das Auskunftsverhalten der Organisation gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.back-to-life.org
Bärenherz Stiftung für schwerstkranke Kinder,Die Bärenherz Stiftung für schwerstkranke Kinder unterstützt Einrichtungen zur Entlastung von Familien mit schwerstbehinderten und unheilbar kranken Kindern. Konkret fördert sie ein Kinderhospiz in Wiesbaden …,https://www.dzi.de/organisation/baerenherz-stiftung-fuer-schwerstkranke-kinder/,"['Behindertenhilfe', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']",['Deutschland'],Das Auskunftsverhalten der Stiftung gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.baerenherz.de
Basisgesundheitsdienst Partnerdiözese Jabalpur/Indien e.V.,Bereits seit den 1960er Jahren arbeiten die Pfarrgemeinde St. Margareta in Münster und die Diözese Jabalpur (Bundesstaat Madhya Pradesh) zusammen. Der aus dieser Partnerschaft entstandene …,https://www.dzi.de/organisation/basisgesundheitsdienst-partnerdioezese-jabalpur-indien-e-v/,"['Altenhilfe', 'Behindertenhilfe', 'Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Familienfürsorge', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']",['Indien'],"Dem Basisgesundheitsdienst Partnerdiözese Jabalpur/Indien e.V., Münster, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.bgd-muenster.de
Bayerische Sportstiftung,Die Stiftung fördert insbesondere Nachwuchsleistungssportler:innen in bayerischen Vereinen und Leistungssportstrukturen. Neben Geld- und Sachleistungen sollen die jungen Athleten auch durch die Vermittlung von Ausbildungs- und …,https://www.dzi.de/organisation/bayerische-sportstiftung/,"['Kinder- und Jugendhilfe', 'Sport']",['Deutschland'],"Der Bayerische Sportstiftung, München, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.bayerische-sportstiftung.de
Behinderte Kinder in Deutschland e.V.,,https://www.dzi.de/organisation/behinderte-kinder-in-deutschland-e-v/,[],[],Durch Beschluss des Amtsgerichts Bochum vom 24.03.2017 wurde über das Vermögen des Vereins das Insolvenzverfahren eröffnet. Der Verein ist gemäß des Abdrucks aus dem Vereinsregister vom 04.04.2017 von Amts wegen als aufgelöst eingetragen.,DZI-Einschätzung: neutral,
Berliner helfen e.V.,"Berliner helfen e.V. unterstützt in Berlin und Brandenburg Menschen, die unvermittelt und unverschuldet in Not geraten sind. Wenn Staat, Versicherungen und Krankenkassen eine zusätzliche Hilfe …",https://www.dzi.de/organisation/berliner-helfen-e-v/,"['Altenhilfe', 'Einzelfallhilfe', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']",['Deutschland'],"Berliner helfen e.V., Berlin, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.berliner-helfen.de
BILD hilft e.V.,BILD hilft e.V. „Ein Herz für Kinder“ ist die Hilfsorganisation der Medienmarke BILD. Der Verein unterstützt Kinderhilfsprojekte sowohl in Deutschland als auch international und kooperiert …,https://www.dzi.de/organisation/bild-hilft-e-v-ein-herz-fuer-kinder/,"['Behindertenhilfe', 'Bildung', 'Einzelfallhilfe', 'Familienfürsorge', 'Flüchtlingsfürsorge', 'Forschung', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe']","['Deutschland', 'weltweit']",Das Auskunftsverhalten der Organisation gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.ein-herz-fuer-kinder.de
Bischöfliche Aktion ADVENIAT e.V.,"Adveniat unterstützt Projekte und Initiativen der Kirche in Lateinamerika insbesondere mit dem Ziel der Armutsbekämpfung. Projektanträge kann jede katholische Gemeinschaft, Einrichtung, Pfarrei, Diözese, Bischofskonferenz oder …",https://www.dzi.de/organisation/bischoefliche-aktion-adveniat-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Frauenförderung', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Religion']","['Argentinien', 'Bolivien', 'Brasilien', 'Chile', 'Costa Rica', 'Dominikanische Republik', 'Ecuador', 'El Salvador', 'Guatemala', 'Haiti', 'Honduras', 'Kolumbien', 'Kuba', 'Mexiko', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Uruguay', 'Venezuela']","Der Bischöflichen Aktion ADVENIAT e.V., Essen,  wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.adveniat.de
Bischöfliches Hilfswerk Misereor e.V.,"Misereor fördert weltweit Projekte in allen Bereichen der Entwicklungsarbeit. Schwerpunktmäßig werden Projekte der Landwirtschaft, der ländlichen und gesellschaftlichen Entwicklung, des Gesundheitswesens, der Bildung und Information …",https://www.dzi.de/organisation/bischoefliches-hilfswerk-misereor-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Religion', 'Umwelt- und Naturschutz']","['Afghanistan', 'Ägypten', 'Angola', 'Argentinien', 'Äthiopien', 'Bangladesch', 'Benin', 'Bolivien', 'Brasilien', 'Burkina Faso', 'Burundi', 'China', 'Demokratische Republik Kongo', 'Demokratische Volksrepublik Korea', 'Dominikanische Republik', 'Ecuador', 'El Salvador', 'Eritrea', 'Fidschi', 'Guatemala', 'Haiti', 'Honduras', 'Indien', 'Indonesien', 'Irak', 'Israel', 'Jemen', 'Jordanien', 'Kambodscha', 'Kamerun', 'Kenia', 'Kolumbien', 'Kuba', 'Laos', 'Libanon', 'Liberia', 'Madagaskar', 'Malawi', 'Mali', 'Marokko', 'Mauretanien', 'Mexiko', 'Mongolei', 'Mosambik', 'Myanmar', 'Nepal', 'Nicaragua', 'Nigeria', 'Pakistan', 'Palästinensische Gebiete', 'Papua-Neuguinea', 'Paraguay', 'Peru', 'Philippinen', 'Ruanda', 'Sambia', 'Senegal', 'Simbabwe', 'Somalia', 'Sri Lanka', 'Südafrika', 'Südsudan', 'Syrien', 'Tansania', 'Thailand', 'Timor-Leste', 'Togo', 'Tschad', 'Uganda', 'Venezuela', 'Vietnam', 'Zentralafrikanische Republik']","Dem Bischöflichen Hilfswerk Misereor e.V., Aachen, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.misereor.de
BJÖRN SCHULZ STIFTUNG,"Die Björn Schulz Stiftung begleitet schwerst- und unheilbar kranke Kinder, Jugendliche und junge Erwachsene mit ihren Familien von der Diagnosestellung, während des oft langjährigen Krankheitsverlaufs …",https://www.dzi.de/organisation/bjoern-schulz-stiftung/,"['Einzelfallhilfe', 'Familienfürsorge', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']",['Deutschland'],"Der BJÖRN SCHULZ STIFTUNG, Berlin, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.bjoern-schulz-stiftung.de
Björn Steiger Stiftung,,https://www.dzi.de/organisation/bjoern-steiger-stiftung/,[],[],"Die DZI Spendenberatung hat sich mehrfach bemüht, zuletzt im September 2020, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber den Spendenden konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nur teilweise entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht zu entnehmen.",DZI-Einschätzung nicht möglich,http://www.steiger-stiftung.de
Bolivianisches Kinderhilfswerk e.V.,Das Bolivianische Kinderhilfswerk e.V. unterstützt insbesondere das Ausbildungs- und Gemeindezentrum CEMVA (Centro Educativo Multifuncionale Villa Armonía) im Stadtteil Villa Armonía der bolivianischen Stadt Sucre. Das …,https://www.dzi.de/organisation/bolivianisches-kinderhilfswerk-e-v/,"['Bildung', 'Entwicklungszusammenarbeit', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft', 'Völkerverständigung']",['Bolivien'],"Dem Bolivianischen Kinderhilfswerk e.V., Stuttgart, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.bkhw.org
Borneo Orangutan Survival Deutschland e.V.,Borneo Orangutan Survival Deutschland e.V. leitet einen Großteil seiner Einnahmen an die indonesische Nichtregierungsorganisation Borneo Orangutan Survival Foundation (BOS) weiter. Diese betreibt auf Borneo das …,https://www.dzi.de/organisation/borneo-orangutan-survival-deutschland-e-v/,"['Bildungs- und Kampagnenarbeit', 'Umwelt- und Naturschutz']","['Deutschland', 'Indonesien']",Das Auskunftsverhalten gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.orangutan.de
BRH Bundesverband Rettungshunde e.V.,Der BRH Bundesverband Rettungshunde e.V. widmet sich laut des auf der Internetseite veröffentlichten Lageberichts 2019 unter anderem der Übernahme und Vermittlung von Rettungseinsätzen sowie sonstiger …,https://www.dzi.de/organisation/brh-bundesverband-rettungshunde-e-v/,"['Bildung', 'Katastrophenhilfe', 'Rettungswesen']","['Deutschland', 'weltweit']","Die DZI Spenderberatung hat sich mehrfach bemüht, zuletzt im März 2019, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber dem Spender konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. ",DZI-Einschätzung: nicht förderungswürdig,http://www.bundesverband-rettungshunde.de
Brot für die Welt,Brot für die Welt ist eine Aktion der evangelischen Landes- und Freikirchen in Deutschland. Rechtsträger ist das Evangelische Werk für Diakonie und Entwicklung e.V. Die …,https://www.dzi.de/organisation/brot-fuer-die-welt/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Menschenrechte']","['Ägypten', 'Albanien', 'Angola', 'Argentinien', 'Armenien', 'Äthiopien', 'Bangladesch', 'Belarus', 'Bolivien', 'Brasilien', 'Burkina Faso', 'Burundi', 'China', 'Costa Rica', 'Demokratische Republik Kongo', 'Deutschland', 'Ecuador', 'El Salvador', 'Eswatini', 'Fidschi', 'Georgien', 'Ghana', 'Guatemala', 'Guinea', 'Haiti', 'Honduras', 'Indien', 'Indonesien', 'Israel', 'Kambodscha', 'Kamerun', 'Kenia', 'Kirgistan', 'Kolumbien', 'Kosovo', 'Kuba', 'Laos', 'Lesotho', 'Libanon', 'Liberia', 'Malawi', 'Mali', 'Mexiko', 'Mosambik', 'Myanmar', 'Namibia', 'Nepal', 'Nicaragua', 'Niger', 'Nigeria', 'Pakistan', 'Palästinensische Gebiete', 'Papua-Neuguinea', 'Paraguay', 'Peru', 'Philippinen', 'Ruanda', 'Russische Föderation', 'Sambia', 'Serbien', 'Sierra Leone', 'Simbabwe', 'Somalia', 'Sri Lanka', 'Südafrika', 'Südsudan', 'Tansania', 'Togo', 'Tonga', 'Tschad', 'Uganda', 'Ukraine', 'Vietnam']","Brot für die Welt, Berlin, wurde das DZI Spenden-Siegel zuerkannt. Die Organisation ist förderungswürdig.",,http://www.brot-fuer-die-welt.de
Brot gegen Not. Die Heiner Kamps Stiftung,"Brot gegen Not errichtet in bedürftigen Regionen der Welt Ausbildungsbackstuben, in denen Jugendliche und junge Erwachsene von erfahrenen, ehrenamtlich tätigen Bäckermeistern aus Deutschland in das …",https://www.dzi.de/organisation/brot-gegen-not-die-heiner-kamps-stiftung/,"['Bildung', 'Entwicklungszusammenarbeit', 'Kinder- und Jugendhilfe']","['Brasilien', 'Gambia', 'Libanon', 'Malawi', 'Mosambik', 'Uganda']","Brot gegen Not. Die Heiner Kamps Stiftung, Düsseldorf, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.brotgegennot.de
Bundesbehindertenhilfe e.V.,,https://www.dzi.de/organisation/bundesbehindertenhilfe-e-v/,['Behindertenhilfe'],[],Durch Beschluss des Amtsgerichts Bochum am 01.08.2018 wurde über das Vermögen des Vereins das Insolvenzverfahren eröffnet. Aus diesem Grund wurde der Verein gemäß § 42 Abs. 1 Satz 1 BGB am 14.08.2018 vom Amtsgericht Charlottenburg als aufgelöst eingetragen.,DZI-Einschätzung: neutral,
Bundesverband für körper- und mehrfachbehinderte Menschen e.V. (BVKM),Der Bundesverband für körper- und mehrfachbehinderte Menschen e.V. (BVKM) engagiert sich in vielfältiger Hinsicht. Als Selbsthilfeeinrichtung vermittelt er Menschen mit Behinderungen und ihren Angehörigen Rat …,https://www.dzi.de/organisation/bundesverband-fuer-koerper-und-mehrfachbehinderte-menschen-e-v-bvkm/,"['Behindertenhilfe', 'Bildung']",['Deutschland'],"Dem Bundesverband für körper- und mehrfachbehinderte Menschen e.V. (BVKM), Düsseldorf, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.bvkm.de
